#1.2																																																																																																								
5565	103																																																																																																							
symbol	symbol	BR_BR8T	BR_BR10T	BR_BR14T	BR_BR16T	BR_BR17T	BR_BR20T	BR_BR6T	BR_BR15T	BR_BR21T	BR_BR29T	BR_BR31T	BR_BR32T	BR_U1	BR_U16	BR_UX7	BR_UX8	BR_UX19	BR_B24T	BR_B46T	BR_B30T	BR_B34T	BR_B36T	BR_B37T	BR_B38T	BR_B39T	BR_B41T	PR_PR29T	PR_PR13BT	PR_PR8T	PR_PR21T	PR_PR27T	PR_PR9T	PR_PR7T	PR_PR19T	PR_PR5T	PR_PR24T	PR_U40	PR_U41	PR_PR4	PR_PR3	PR_PR1	PR_PR10	PR_PR22	PR_PR12	PR_PR31	PR_PR30	PR_PR26	PR_PR16	PR_PR23	PR_PR6	PR_PR11	PR_PR17	LU_A_LU_A31T	LU_A_LU_A34T	LU_A_LU_A39T	LU_A_LU_A8T	LU_A_LU_A20T	LU_A_LU_A5T	LU_A_LU_A6T	LU_A_LU_A17T	LU_A_LU_A18T	LU_S_LU_S19T	LU_S_LU_S24T	LU_S_LU_S25T	LU_S_LU_S12T	LU_S_LU_S13T	LU_S_LU_S14T	LU_S_LU_S11T	LU_S_LU_S7T	LUA_U17	LUA_UX4	LUA_LU40T	LUA_LU44T	LUA_LU33T	LUS_U2	LUS_U19	LUS_LU41T	LUS_LU30T	LUS_LU26T	LUS_LU36T	CO_CO7T	CO_CO9T	CO_CO42T	CO_CO15T	CO_CO40T	CO_CO27T	CO_CO30T	CO_CO32T	CO_CO20T	CO_CO24T	CO_CO8T	CO_U6	CO_U12	CO_CO14T	CO_CO21T	CO_CO23T	CO_CO5T	CO_CO43T	CO_CO44T	CO_CO49T	CO_CO51T	CO_CO56T	CO_CO61T
SERPINA1	SERPINA1	287.04	100.3	4766.59	728.83	2345.87	20	153.48	163.18	330.81	1839.18	59.07	550.1	130.37	463.36	212.47	121.28	287.42	582.83	364.56	112.66	297.85	217.09	190.86	102.95	586.17	42.42	28.77	52.36	61.14	26.22	68.99	149.22	115.2	53.15	59.85	20	145.56	20	84.22	53.98	30	81.47	53.93	168.82	82.22	20	45.17	20	79.03	181.8	45.32	145.56	2203.98	637.53	7908.15	2002.76	2353.07	1468.38	161.02	3572.71	1947.17	501.95	51.45	231.13	89.82	257.71	1030.54	614.23	224.21	24.82	335.88	3346.63	4169.75	2389.2	283.99	186.56	817.21	100.4	147.19	510.95	1733.8	116.27	126.73	156.03	986.02	101.98	327.57	1569.65	178.18	438.54	133.59	250.93	91.96	323.9	1888.02	275.79	113.3	227.87	415.67	345.55	404.7	193.28	181.77
SERPINA2	SERPINA2	20	20	39.66	20	65.74	203.94	133.09	45.39	73.75	26.87	20	20	53.98	287.51	90.64	20	20	20	48.94	20	20	20	20	20	20	20	20	23.16	20	33.56	20	23.19	20	20	20	20	22.47	20	24.65	20	20	20	20	20	20	20	20	42	34.7	33.49	20	22.47	32.33	20	42.33	30.61	37.25	40.87	87.3	27.53	20	20	20	20	29.94	108.61	20	20	29.29	45.33	20	117.64	20	57.83	20	70.08	42.7	23.09	89.55	63.87	94.64	20	42.24	59.54	20	20	72.91	20	20.15	20	20	51	33.26	36.21	32.32	35.36	20	20	20	20	20	20	20.61
SERPINA3	SERPINA3	801.99	242.47	7961.82	3492.61	4958.7	772.99	284.43	824.53	673.55	3887.68	558.59	165.58	3981.26	349.12	543.86	381.3	247.7	953.03	552.33	541.22	729.63	967.73	3576.76	965.59	4441.95	220.16	465.13	862.99	787.1	1275.19	432.12	7160.62	724.69	466.19	692.71	279.12	350.71	70.25	693.26	1435.52	206	859.28	393.49	3587.37	2137.62	132.66	770.76	688.59	755.62	3106.86	440.84	350.71	62.58	427.71	264.33	73.08	366.5	20	173.63	59.3	664.55	250.48	351.56	140.65	171.37	143.17	159.23	227.86	98.98	93.89	2053.46	268.17	1348.47	94.35	155.67	20	436.9	359.43	734.93	378.06	167.14	104.14	264.74	49.27	78.52	90.54	67.63	264.76	20	186.43	274.65	20	168.26	192.77	830.42	20	309.51	233.76	66.74	105.42	21.15	129.82	20
SERPINA5	SERPINA5	20	20	20	20	719.2	20	20	20	20	203.73	20	67.54	20	20	20	20	20	20	20	20	710.34	232.21	20	309.94	150.91	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	89.78	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SERPINA6	SERPINA6	31.18	20	1770.62	78.97	139.46	74.56	20	20	70.5	578.73	33.16	1465.13	20	107.82	68.23	48.3	26.13	223.42	24.97	20.99	86.78	20	85.19	73.69	44.14	20	20	20	20	20	20.12	20	20	20	20	49.43	20	38.73	20	20	28	35.88	20	20	21.74	20	20	20	20	20	20.6	20	20	20	75.37	88.88	53.36	29.19	50.44	48.71	56.37	46.09	20.96	102.29	36.13	26.66	20	40.62	20	20	20	20	20	20	20	20	23.83	20	20	27.81	65.45	88.97	20	20	64.61	39.08	39.1	20	20	63.56	24.29	69.36	20	20	34.27	20	20	20	20	22.45	20	20	39.35
SERPINA7	SERPINA7	20	20	20	20	20	20	40.79	20	20	25.75	39.38	30.5	49.91	205.37	55.56	20	49.12	20	20	20	30	20	20	21.67	20	20	20	20	33.97	20	20	20	20	27.97	20	20	24.42	20	20	20	20	20	26.96	31.41	20	20	20	31.5	20	37.32	20	24.42	59.45	20	20	28.64	32.22	22.38	20	20	39.56	24.05	20	25.57	42.33	46.41	20	20	40.4	23.74	109.05	92.71	33.36	71.02	20	20	46.67	54.22	45.29	56.66	20	20	34.73	55.43	20	20	60.23	21.9	26.52	44.49	32.7	20	24.46	35.23	25.46	53.54	20	34.38	36.23	20	20	28.85	20
SERPINB1	SERPINB1	67.73	20	55.52	105.64	130.49	38.38	21.47	67	145.34	129.85	20.73	84.97	80.46	32.09	163.74	107.91	100.33	20	77.91	50.81	223.92	126.37	20	113.79	207.37	20	46.03	47.33	20	29.36	51.74	55.45	75.4	25.17	20	20	20	20	30.81	43.99	38	20	20	45.15	20	20	24.47	20	20	60.28	25.75	20	334.82	215.87	403.72	804.86	436.98	380.48	204.67	1085.37	417.32	354.67	1003.22	90.49	1226.44	120.46	483.62	590.46	104.03	304.34	278.08	343.93	2356.29	566.1	562.73	254.67	147.95	781.11	254.24	316.25	979.67	342.76	276.94	759.61	1996.89	2421.76	741.79	1171.52	1051.08	713.96	647.39	474.31	271.96	765.22	523.91	570.77	1796.26	590.3	1397.63	594.46	683.47	1202.96	452.56
SERPINB3	SERPINB3	20	20	20	28.81	32.87	71.27	40.79	27.02	86.77	27.99	20	29.41	44.81	34.66	437.62	22.61	25.08	20	20	20	20	20	20	20	147.83	20	20	20	27.17	48.24	20	34.28	20	21.44	20	20	20	20	20	20	20	48.49	20	20	20	20	20	20	20	20	20	20	272.24	20	20	20	20	84.66	20	20	43.51	20	1959.76	48.19	222.99	59.24	887.13	107.99	55.55	20	50.16	68.79	231.48	33.48	4298.84	153.98	35.75	452.8	269.68	114.34	29.2	20	20	75.96	20	26.69	20	20	23.33	47.67	20	20	20	20	47	20	48.82	34.38	20	20	37.49	20	26.24
SERPINB4	SERPINB4	20	20	20	33.08	20	20	20	20	20	31.34	20	20	20	70.59	398.63	20	20	20	20	20	20	20	20	20	117.03	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	975.59	20	20	57.27	379.78	30.71	20	20	20	20	25.27	20	4062.18	20	20	243.97	56.61	28.84	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SERPINB5	SERPINB5	722.435	453.535	86.745	20	79.23	53.31	105.185	39.72	913.25	46.38	2266.5	93.875	68.745	103.055	171.05	41.345	43.965	29.965	247.2	142.485	45.355	46.18	73.08	35.465	218.145	646.85	20	70.995	74.73	40.935	22.935	22.605	48.695	27.715	174.65	20	42.24	21.71	35.435	33.99	68.5	26.485	33.97	30.12	27.485	99.02	38.585	29.685	22.05	25.79	21.33	42.24	40.77	44.295	164.69	25.305	85.085	150.83	113.005	63.475	57.85	98.685	4124.365	963.865	4895.965	90.475	1107.185	966.92	650.41	26.73	388.77	48.845	189.03	49.715	1354.76	803.975	724.86	2160.105	513.63	510.945	174.185	803.305	419.16	302.815	93.43	477.015	162.2	2242.505	415.76	458.675	78.47	121.89	206.415	113.515	56.795	334.385	1983.715	1287.65	441.41	117.62	35.09	1327.005	1065.82
SERPINB6	SERPINB6	312.84	128.21	131.85	308.39	261.98	298.23	59.03	369.58	298.27	484.7	173.07	240.74	256.66	314.47	148.15	661.87	252.93	303.29	141.83	275.03	386.78	317.54	198.41	368.46	390.1	97.96	1247.69	1335.27	1024.88	1203.88	836.45	1338.96	1206.42	948.22	1040.05	1648.57	910.47	1048.34	1244.78	918.69	1285	598.39	758.01	1450.65	829.72	2020.21	2872.25	1172.44	1602.81	952.06	1534.7	910.47	789.6	333.9	303.56	267.63	219.5	313.33	136.77	275.31	994.84	283.54	237.23	130.81	189.95	582.57	180.99	345.75	181.79	428.46	280.26	538.33	413.44	310.44	246.13	109.57	202.56	176.7	209.98	220.45	772.26	458.02	203.71	462.95	742.5	786.29	554.76	773.38	222.73	574.13	373.68	434.53	1184.7	528.41	201.73	305.09	964.45	731.73	846.59	296.74	278.77	1790.49	880.77
SERPINB9	SERPINB9	581.6	271.25	525.43	436.44	35.86	223.67	20	365.26	251.63	525	149.23	362.74	489.89	696.96	299.22	20	20	446.83	587.29	162.37	428.56	224.65	306.24	347.87	299.76	195.92	78.64	47.33	263.01	266.36	206	340.79	20	202.32	116.76	230.66	52.75	154.91	127.35	113.96	71	230.82	239.69	97.17	52.92	243.52	201.4	201.24	20	42.1	108.15	52.75	183.58	368.19	73.31	42.46	37.25	291.92	229.9	300.73	394.58	195.37	38.11	184.9	41.29	333.74	230.44	20	96.96	311.9	20	20	148.59	20	20	97.72	176.75	20	20	62.84	20	222.44	168.04	20	76.54	20	191.26	150.3	182.43	20	20	449.83	153.59	20	142.97	381.86	20	20	83.9	294.79	20	148.09	180.84
SERPINE1	SERPINE1	223.935	185.745	231.575	203.68	159.42	586.73	212.32	192.63	210.655	643.58	122.445	392.35	87.915	260.29	62.63	169.3	304.21	293.32	135.35	148.62	198.03	154.45	192.775	170.93	226.605	164.515	56.035	549.815	236.135	195.09	257.68	758.71	569.75	133.075	114.985	368.595	111.595	133.835	146.085	195.935	95	642.035	395.98	197.955	139.465	198.045	200.925	588.405	238.905	270.26	180.98	111.595	140.38	130.04	86.925	74.19	149.455	80.06	382.975	454.205	70.82	115.2	253.42	193.92	313.515	278.08	199.395	787.605	109.985	97.42	424.4	267.205	425.06	512.19	129.385	220.245	173.34	276.56	517.965	759.21	436.905	121.725	122.185	276.89	121.82	169.64	206.015	240.42	156.895	183.195	295.865	128.835	248.7	284.48	353.515	270.735	205.745	254.385	175.885	177.17	106.705	114.335	156.01
SERPINF1	SERPINF1	1324.47	733.5	786.17	2256.91	1483.23	2141.35	1128.05	1019.05	916.5	922.39	691.24	1831.14	577.48	661.02	506.82	1182.95	1191.47	562.32	497.4	660.51	1226.76	1149.18	475.54	1101.05	874.63	523.13	1547.86	751.21	559.99	336.62	777.05	738.04	659.76	1200.9	475.87	578.6	161.19	137.8	444.71	1043.65	962	1175.44	370.52	598.71	763.57	338.28	254.1	407.73	817.31	1444.83	349.17	161.19	706.15	582.05	519.36	555.99	1005.87	262.73	1070.9	969.95	1308.33	568.08	147.67	1066.15	1428.79	645.76	964.28	657.82	497.91	546.09	685.94	1297.98	737.92	729.44	408.11	421.48	937.36	219.88	1926.88	2367.25	725.94	377.13	189.63	695.97	72.56	592.81	449.09	315.52	198.34	219.27	454.02	228.49	523.38	269.1	164.52	71.73	263.45	214.12	395.65	184.49	125.93	128.85	147.11
SERPING1	SERPING1	3589.6	879.16	1757.73	2141.66	1542.99	2276.22	2721.91	2274.76	1953.39	1889.55	1317.2	2800.63	1388.2	903.61	2840.15	2326.84	1955.48	1158.1	2564.89	1988.15	2244.59	3421.62	1695.11	1904.08	4066.23	3065.08	2346.73	1681.67	1284.98	920.74	2583.14	1984.24	1937.39	2634.89	1360.89	1066.09	389.78	225.16	1796.31	3654.77	1779	3005.53	1194.44	1610.64	1357.04	989.26	994.75	1485.67	2539.63	3310.67	1358.57	389.78	1421.69	1572.64	2149.73	2113.37	1793.25	4988.02	3593.93	3646.83	3541.29	2472.69	1423.38	1308.1	2024.46	1569.98	3086.67	1092.74	1233.16	1748.36	2245.39	3611.8	3573.35	2580.95	817.27	1521.09	1554.98	263.05	817.28	3311.88	847.77	1064.66	411.18	1268.76	341.93	832.03	805.2	691.76	90.15	169.49	936.06	1297.47	1339.26	599.85	1130.07	737.46	355.57	330.02	1247.96	307.48	76.9	292.33	326.07
SERPINH1	SERPINH1	1137.945	1125.55	233.47	1595.84	1260.59	1594.775	1756.47	879.105	1565.095	1138.43	854.985	1480.38	1504.81	1077.535	690.055	3076.07	506.375	655.68	1163.085	1058.69	1521.395	2074.79	1429.3	1175.29	1853.46	1344.695	662.685	473.285	472.16	468.755	932.745	534.375	548.23	631.68	453.795	364.895	356.08	200.935	383.09	692.765	648.5	593.055	271.645	447.07	390.29	229.835	326.095	500.475	484.31	430.1	380.585	356.08	711.89	1852.06	552.92	1551.45	1115.115	890.37	1484.615	1593.635	368.37	930.765	254.85	2526.205	1973.355	1804.485	866.365	1179.425	395.9	1380.875	1020.185	1720.665	876.405	963.795	379.71	1020.635	1509.8	348.89	1622.2	1363.385	840.725	786.62	599.41	593.835	360.315	616.165	876.52	734.065	519.175	810.355	1027.61	655.875	1613.18	778.43	602.735	324.285	500.19	349.66	1025.825	391.425	397.01	1149.59	599.67
SERPINI1	SERPINI1	20	20	51.55	20	20	128.28	79.42	337.16	20	1830.22	20	20	20	20	35.09	20	357.44	20	20	20	21.43	73.44	20	458.41	90.34	196.93	20	20	47.56	23.07	204.08	20	20	20	83.4	20	20	20	253.68	20	35	20	20	20	20	54.01	38.59	47.25	44.34	20	24.72	20	20	201.75	46.46	20	46.32	84.66	20	20	20	235.45	20	345.22	20	51.35	93.96	20	20	28.06	20	20	21.23	98.41	20	195.44	152.92	20	74.11	153.49	20	20	230	20	29.82	20	20.08	20	20	20	20	20.4	20	20	40.15	20	20	20	24.79	20	94.21	20	89.01
SERTAD2	SERTAD2	145.13	319.22	97.16	213.42	129.5	240.12	139.53	247.47	362.26	209.33	300.54	167.75	241.38	240.02	182.26	355.6	152.59	86.34	295.64	397.63	162.85	244.09	321.34	209.16	283.33	167.65	193.72	155.08	132.96	91.23	151.39	109.9	164.42	149.18	179.56	126.96	181.7	169.32	127.35	173.94	128	112.5	109.86	109.93	141.75	132.66	161.87	101.49	121.44	134.91	161.71	181.7	180.45	162.41	384.1	275.53	102.7	143.04	159.08	295.43	188.88	98.19	616.42	535.04	185.82	139.22	199.78	261.54	170.68	568.76	334.79	245.24	136.46	349	320.81	483.67	503.43	414.65	247.04	412.05	154.05	133.46	125.8	126.26	251.47	92.45	94.05	87.59	47.73	183.26	218.6	136.68	113.48	173.2	101.84	158.6	61.72	145.36	157.31	143.49	97.09	130.78	141.48
SET	SET	575.15	1167.85	882.33	942.25	515.99	845.36	502.31	623.53	1609.57	972.76	1698.58	807.18	583.59	279.81	1287.52	1387.47	1199.83	927.13	1045.73	1593.83	1366.04	682.6	1594.82	1095.63	864.37	1271.48	904.36	736.11	761.86	1161.93	851.78	1097.99	1161.39	1227	993.93	893.58	1370.58	1750.83	1222.19	572.81	772	960.14	1197.43	739.07	787.2	787.43	763.23	1087.57	943.57	975.02	1234.97	1370.58	317.09	495.3	427.47	1000.39	565.87	409.67	340.48	574.98	458.85	1271.41	619.27	845.84	1446.34	895.58	662.63	1073.92	893.81	1127.8	435.12	470.54	770.27	483.93	1495.71	1188.44	771.53	929.7	627.88	772.6	887.04	708.77	1773.35	976.2	842.89	1395.3	1293.38	1522.87	1034.11	548.71	1005.19	660.98	1261.98	1103.8	898.96	1169.84	1128.42	832.9	1713.2	1204.54	1138.16	1026.99	1029.75
SETDB1	SETDB1	92.45	20	20	20	101.6	95.39	163.14	135.08	49.89	71.64	358.58	56.64	74.35	97.55	391.81	139.77	139.01	50.73	282.66	396.52	43.93	164.17	312.71	71.53	20	79.78	114.12	70.49	44.64	52.43	66.11	36.3	72.26	59.67	62.8	58.15	102.57	94.57	83.19	139.95	62	20	88.88	99.13	123.8	94.76	66.82	96.24	49.15	78.46	148.32	102.57	351.51	119.03	143.52	145.17	182.24	205.32	249.3	124.95	39.56	139.26	169.59	62.95	99.11	169.83	102.86	121.86	132.3	184.55	206.11	131.59	178.92	62.9	65.21	230.98	60.57	54.22	147.19	113.31	54.37	68.75	125.8	20	113.31	60.04	61.29	112.47	134.7	170.55	97.16	80.58	54.78	66.54	69.53	20	39.61	142.42	58.16	70.28	32.68	111.55	158.35
SF1	SF1	73.89333	148.83333	73.80667	78.07	147.12	194.15667	135.82333	109.15	174.06	136.46667	160.39333	87.77	162.15667	226.83	42.23667	268.24667	170.01333	51.83	164.47333	86.56	150.23333	114.67	228.8	151.52333	46.52667	164.21333	340.13333	191.66333	246.51667	298.87333	451.60333	392.54667	414.35667	129.73667	260.01	282.35333	248.45667	298.77333	377.95333	293.9	297.66667	262.50333	206.06667	306.23	323.82333	242.92667	502.23333	275.32	204.25	406.65667	229.69	248.45667	328.91333	228.65	183.23	221.87	259.44	55.17667	152.49333	82.90667	326.01333	205.37667	180.38	153.21333	186.17	248.58	141.83	182.29	133.92333	108.64	179.69667	229.29	169.48667	78.79333	214.58	185.98333	214.52667	214.83	207.38	159.12667	75.13333	152.26333	150.3	57.81667	190.18	137.24	151.10667	124.08667	92.52667	156.02667	255.34667	110.16	127.64667	276.27667	177.38333	92.19667	132.86333	145.36333	188.77	128.85	215.97	143.53333	226.74667
SF3A3	SF3A3	36.55	20	45.6	20	226.12	165.56	129.87	47.55	234.28	199.25	228	105.66	375.82	272.11	147.17	163.41	205.89	32.38	280.66	243	105	302.42	461.52	42.26	147.83	116.14	221.53	176.22	181.49	132.13	143.72	133.09	218.87	146.38	271.79	66.87	203.19	20	233.14	212.93	240	166.81	173.77	216.91	136.08	130.76	121.4	101.49	236.13	240.17	156.56	203.19	116.82	119.03	239.55	147.15	195.33	142.07	115.43	232.96	153.28	232.44	161.96	251.78	212.67	96.77	151.32	155.54	190.88	137.06	20	171.47	58.63	171.45	112.55	76.99	408.11	48.19	46.32	120.53	20	102.12	207.47	20	214.7	67.67	20	282.68	20	84.74	259.71	330.49	309.14	151.67	214.46	236.39	82.9	221.98	323.19	187.42	314.34	315.4	167.72
SF3B1	SF3B1	181.68	145.65	195.3	221.96	281.9	274.11	186.76	226.94	391.55	364.92	324.38	330.06	113.05	192.53	187.13	180.89	151.55	216.94	386.53	403.15	221.78	293.78	351.53	295.85	183.76	340.34	155.36	146.01	140.73	105.92	175.34	123.01	170.7	194.87	127.55	155.07	171.93	174.72	155.08	167.94	124	112.5	201.74	183.54	214.52	194.25	178.81	112.87	175.41	171.27	200.85	171.93	264.94	214.86	236.45	172.82	226.55	125.53	156.17	268.96	246.24	220.42	151.48	178.02	118.72	148.11	277.91	123.84	179.77	248.22	90.51	198.38	176.9	231.31	237.71	123.38	173.77	238.95	100.87	221.48	136.93	132.45	181.18	115.99	269.37	129.62	362.44	220.97	156.97	187.49	138.26	224.41	107.61	113.51	216.42	195.98	51.58	183.67	92.48	206.94	142.27	127.89	92.76
SF3B2	SF3B2	461.2	290.44	89.22	485.53	580.74	188.59	308.04	718.63	471.81	415.3	795.92	270.15	549.98	446.67	506.82	952.73	470.32	519.15	583.29	469.42	621.42	494.67	789.32	500.68	524.58	443.35	473.76	436.03	469.73	498.12	595.96	646.29	566.56	427.03	576.93	665.82	485.52	743.02	547.42	564.81	615	495.59	484.37	415.17	433.76	492.73	439.5	454.1	471.3	407.61	570.62	485.52	707.19	1198.39	867.33	821.65	862.89	806.69	406.44	769.82	960.23	614.17	475.41	741.58	873.38	566.77	626.04	512.19	768.58	913.03	689.21	790.55	521.6	584.37	582.72	612.97	704.01	541.16	594.94	518.16	491.34	649.11	612.08	500.93	637.13	463.19	619.22	792.29	312.88	692.77	745.48	673.22	569.36	598.87	661.98	850.61	373.99	523.51	530.07	487.09	546.97	380.79	621.22
SF3B3	SF3B3	70.95	59.31	177.46	107.78	20	20	20	36.74	20	24.63	71.51	58.82	68.24	20	25.34	20	20	69.08	20	54.12	31.07	20	20	20	53.38	54.54	31.65	22.15	32.03	47.19	20	42.35	36.65	23.31	33.36	63	50.8	71.15	26.7	44.98	27	36.85	42.94	36.32	20	30.32	20	63.87	20	20	20	50.8	30.25	36.31	32.01	21.73	20	20	20	20	20	20	61.93	20	123.88	32.58	42.53	28.73	56.56	20	25.08	58.82	20	20	23.14	20	38.73	32.13	39.11	66.96	64.44	20	20	20	20	53.37	20	20	20	20	47.64	36.72	20	20	34.27	42.43	20	45.18	37.18	42.95	20	37.5	73.08
SF3B4	SF3B4	361.22	156.99	205.22	452.45	478.14	20	390.68	20	347.08	380.6	342	338.78	314.71	20	463.94	398.77	398.2	274.15	666.19	864.84	443.56	805.72	781.78	269.84	357.24	451.43	270.44	124.87	189.25	306.21	228.04	227.87	251.34	133.33	242.35	153.13	180.73	296.31	253.68	349.88	185	134.81	192.75	214.95	159.71	90.02	111.99	151.37	277.58	91.86	450.11	180.73	388.02	127.1	762.01	363.42	430.94	446.64	391.89	480.74	225.47	352.67	497.32	366.86	533.73	314.98	169.12	388.35	475.69	469.47	628.14	252.22	565.06	199.86	359.73	793.61	462.72	563.24	876.98	299.77	92.63	203.23	243.14	355.17	226.63	258.28	258.89	186.13	208.94	331.56	302.68	362.11	278.81	67.52	318.26	246.49	228.45	127.68	350.84	54.66	159.57	300.98	318.57
SF4	SF4	168.78	121.23	20	145.13	109.57	122.8	70.84	202.08	318.88	82.84	377.23	84.97	197.59	702.1	120.86	189.11	233.07	118.72	119.85	141.38	151.07	97.21	73.33	131.13	81.1	172.69	158.24	167.16	164.99	192.96	140.85	148.21	228.3	178.08	272.77	215.16	241.29	33.32	252.65	281.91	255	165.84	208.73	270.89	224.91	301.33	218.34	208.24	206.25	308.1	239.99	241.29	197.14	186.62	127	297.25	139.96	194.62	409.35	114.36	264.04	254.48	207.69	197.69	120.79	297.21	192.86	155.54	310.06	166.2	260.64	179.44	126.36	198.85	188.28	251.7	309.8	198.79	198.66	253.41	267.82	144.58	266.61	191.96	229.61	83.87	104.61	294.62	434.85	209.74	219.53	117.3	244.57	159.5	193.89	69.71	268.06	195.46	211.65	161.06	275.89	103.85	166.78
SFN	SFN	2460.795	1514.98	1152.985	1026.545	1095.735	2156.705	4359.79	712.69	3227.81	1874.995	1315.125	1470.03	3293.275	4540.52	2716.365	1219.43	1090.095	1267.115	1517.155	1504.36	1329.08	1100.58	2559.375	1090.755	1629.675	875.085	2471.885	4284.735	2420.01	2303.415	2540.02	2205.555	2428.025	684.83	2794.89	307.715	1421.38	433.205	904.83	2171.77	5162.5	617.785	1139.01	2065.07	1856.48	1538.845	2150.42	268.175	1825.445	1221.41	3503.54	1421.38	3106.23	4116.695	3116.695	5148.62	2371.7	10126.87	7936.715	4280.585	3339.055	2415.085	16000	11036.23	13621.47	1004.19	9952.31	16000	8243.265	2561.56	7711.09	2443.925	3463.675	4849.425	14795.895	13910.87	7256.56	16000	10249.395	6150.415	3948.88	4810.705	3780.455	4059.305	5484.725	2086.76	2996.235	4799.54	2933.145	4906.09	4125.855	4671.2	1794.165	5040.475	2580.36	2423.52	6379.025	3059.035	1975.37	2827.84	5816.735	3724.265	5292.09
SFPQ	SFPQ	200.822	234.266	188.992	273.388	223.744	237.542	281.344	390.546	238.182	247.612	278.158	234.202	365.84	592.632	327.782	382.53	252.718	221.372	248.504	409.118	194.352	323.154	276.382	301.706	318.03	354.074	291.542	219.872	273.106	285.87	345.29	306.274	368.21	357.1	247.334	261.29	289.942	306.578	248.34	326.29	274.6	341.576	278.834	288.168	415.268	320.844	421.426	318.658	229.338	358.988	273.448	289.942	566.834	394.218	398.142	477.978	322.806	387.284	490.636	166.646	531.046	305.774	371.946	369.806	260.152	366.524	195.272	326.93	315.712	279.308	357.91	328.978	207.99	368.01	586.924	273.22	419.626	380.114	263.71	438.014	182.24	251.152	248.026	492.204	274.334	307.654	255.718	281.284	260.702	331.108	363.588	254.802	274.398	355.798	302.09	451.164	207.024	286.48	285.052	260.722	306.034	293.288	264.42
SFRP1	SFRP1	681.58	58.44	143.75	39.48	20	55.92	176.02	44.31	2175.74	141.04	1377.31	20	2003.36	284.95	1431.77	47.28	206.94	109.01	1184.56	5031.12	20	20	1288.58	20	2266.66	3552.87	178.38	312.17	395.97	359.7	1157.43	375.07	920.52	381.34	570.06	231.63	126.02	41.43	368.71	656.78	487	945.59	635.17	591.84	547.16	207.52	286.1	512.72	648.64	505.21	676.71	126.02	20	20	20	20	20	20	20	20	20	20	20	20	20	20	69.23	20	27.27	20	26.17	58.82	32.35	31.45	57.85	26.65	50.64	20	36.03	97.86	20	20	20	20	20	20	32.76	20	20	20	20	20	618.27	20	20	20	35	84.47	22.88	20	20	20	20
SFRS1	SFRS1	472.485	719.55	343.515	511.67	568.29	274.79	455.085	595.98	799.9	572.575	802.65	551.735	388.55	157.875	291.91	490.24	320.86	493.785	607.26	693.09	559.275	448.76	672.325	671.36	393.175	943.255	325.59	304.615	309.595	358.125	329.6	269.71	339.305	309.08	285.52	278.635	346.8	394.93	288.085	392.87	255.5	264.28	325.075	289.05	386.035	195.67	217.395	254.17	300.705	344.46	455.26	346.8	313.96	405.015	464.64	240.965	444.535	268.085	88.755	344.14	199.375	555.55	377.755	392.92	272.03	361.39	288.29	356.655	449.935	465.69	331.52	201.375	288.6	325.155	433.88	376.075	470.665	664.645	267.11	407.93	352.9	381.18	422.92	321.805	440.825	397.435	481.32	486.225	520.235	282.83	575.46	458.5	282.72	497.59	454.87	337.415	325.625	334.925	445.7	394.84	419.12	372.62	291.87
SFRS10	SFRS10	439.7	601.8	410.43	573.03	622.58	378.27	268.33	586.79	780.92	598.88	723.37	700.43	337.12	125.79	384.01	596.1	708.61	736.09	888.92	1004.01	702.84	457.94	1058.9	691.41	694.99	695.83	576.37	554.85	502.73	523.29	429.25	538.41	630.44	558.49	504.33	511.73	546.08	714.2	591.58	519.82	594	453.88	487.36	351.38	500.86	501.26	518.55	490.85	505.03	498.51	665.38	546.08	399.49	376.26	600.93	331.82	473.23	391.18	150.35	535.8	301.62	822.56	644.05	688.47	854.79	530.24	544.94	635.04	983.7	602.21	524.54	429.67	437.7	420.01	1185.42	632.72	698.05	1402.59	636.12	625.29	428.92	466.11	499.43	388.02	555.63	478.44	738.62	644.98	398.79	325.2	550.24	436.57	533.16	621.38	442.63	418.23	439.39	412.52	730.28	727.21	544.09	743.31	282.03
